,log(price),bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,days_distance,log_sqft_lot,log_sqft_lot15
49,6.1303337684950066,3,2.5,2753,1.0,1,2,5,9,2165,588,1953,0,47.4041,-122.45100000000001,2680,313,11.08221946899627,11.191521135113415
50,5.357934847000454,3,1.0,1190,1.0,0,0,3,7,1190,0,1955,0,47.4258,-122.322,1190,137,9.126850061477157,9.144627828610801
51,5.537819095073274,5,2.5,3150,1.0,0,0,4,8,1640,1510,1966,0,47.4934,-122.189,1990,291,9.119758993744945,9.11964950669168
52,5.778151250383644,3,1.75,1410,1.0,0,0,4,7,1000,410,1950,0,47.6808,-122.384,1410,243,8.313852267398207,8.313852267398207
53,5.76715586608218,2,1.75,1980,1.0,0,0,3,7,990,990,1981,0,47.6989,-122.369,1480,279,9.053686561930807,8.815518423966498
54,5.963787827345556,5,2.25,2730,1.5,0,0,3,8,2130,600,1927,0,47.6571,-122.281,2730,305,8.699514748210191,8.699514748210191
55,5.946943270697825,4,2.5,2830,2.0,0,0,3,9,2830,0,1995,0,47.6597,-122.29,1950,10,8.517193191416238,8.517193191416238
56,5.4661258704182,4,2.5,2250,2.0,0,0,3,7,2250,0,2008,0,47.3663,-122.11399999999999,2250,109,8.410720946905721,8.411832675758411
57,5.478566495593843,3,2.5,2420,2.0,0,0,3,8,2420,0,2003,0,47.3663,-122.12200000000001,2690,340,8.465899897028686,8.465899897028686
58,5.978180516937414,5,3.25,3250,2.0,0,4,4,8,3250,0,1968,0,47.588,-122.116,2960,117,9.57094757444252,9.309642573050045
59,5.633468455579586,4,3.0,1850,2.0,0,0,3,8,1850,0,1991,0,47.5059,-122.149,2270,297,9.207937487359873,9.052750451401412
60,5.812913356642856,3,2.25,2150,1.0,0,3,4,8,1590,560,1959,0,47.4336,-122.339,2570,222,9.963406042747371,9.846917201047734
61,5.460897842756548,3,1.75,1260,1.0,0,0,3,7,1260,0,1954,0,47.4366,-122.335,1290,118,9.035986984831405,9.07680897935166
62,5.703291378118661,3,1.75,2519,2.0,0,0,5,8,2519,0,1973,0,47.4428,-122.344,2500,172,9.069928218259438,9.159047077588632
63,5.739572344450092,3,1.75,1540,3.0,0,0,3,8,1540,0,2014,0,47.6765,-122.32,1580,219,6.950814768442584,8.035926369891792
64,5.628388930050312,3,2.25,1660,1.0,0,0,3,7,1110,550,1979,0,47.6113,-122.29700000000001,1440,32,8.699514748210191,8.313852267398207
65,5.501914678058426,3,2.75,2770,1.5,0,0,5,7,1770,1000,1925,0,47.5747,-122.304,1440,202,8.245121966478605,8.294049640102028
66,5.989004615698537,4,2.5,2720,2.0,0,0,3,10,2720,0,1989,0,47.5815,-122.19200000000001,2750,130,9.310095205113175,9.310095205113175
67,5.457881896733992,4,2.5,2240,2.0,0,0,3,7,2240,0,2005,0,47.3378,-122.257,2221,160,8.444192298531748,8.424419791263883
68,5.309630167425898,3,1.0,1000,1.0,0,0,4,7,1000,0,1968,0,47.3621,-122.11,1010,115,9.398478314091577,9.444226019822295
69,6.122215878272827,5,2.25,3200,1.0,0,0,3,8,1600,1600,1965,0,47.6303,-122.215,3390,41,9.911356510914823,9.911356510914823
70,6.017033339298781,5,3.25,4770,1.0,0,0,4,11,3070,1700,1973,0,47.6525,-122.16,3530,133,10.821656519422055,10.569186452136844
71,5.511883360978874,3,2.0,1260,1.0,0,0,4,7,1260,0,1972,0,47.7362,-122.179,1640,248,8.632662441222351,8.464846711044029
72,5.756636108245848,4,2.0,2750,1.5,0,0,5,7,2250,500,1916,0,47.7168,-122.287,1510,39,8.962776046120291,8.962776046120291
73,5.556302500767287,4,2.5,2380,2.0,0,0,3,8,2380,0,2005,0,47.3608,-122.036,2420,69,8.517193191416238,8.517193191416238
74,5.54282542695918,3,1.75,1790,1.0,0,0,5,7,1090,700,1965,0,47.3511,-122.073,1940,318,10.830302707866496,10.830302707866496
75,5.920384242178358,4,4.0,3430,2.0,0,0,4,10,2390,1040,1986,0,47.5822,-121.98700000000001,3240,187,10.466013387887635,10.463674605839843
76,5.57978359661681,4,1.75,1760,1.0,0,0,3,7,880,880,1956,0,47.6034,-122.125,1680,164,8.895629627136483,8.922658299524402
77,5.681241237375588,3,1.0,1040,1.0,0,0,3,7,1040,0,1941,0,47.5636,-122.39399999999999,890,353,8.52912176228151,8.52912176228151
78,5.6127838567197355,3,1.0,1410,1.0,0,0,4,7,910,500,1956,0,47.7073,-122.34,1130,38,8.52912176228151,8.646992628951082
79,5.857332496431268,4,2.5,3450,2.0,0,0,3,10,3450,0,2002,0,47.342,-122.025,3350,325,10.588678163379617,10.590365120082478
80,5.5910646070264995,3,2.5,2350,2.0,0,0,3,8,2350,0,2003,0,47.3512,-122.008,2350,214,8.536995818712418,8.587278798982926
81,5.556302500767287,4,2.5,1900,2.0,0,0,3,7,1900,0,1992,0,47.349,-122.031,1870,234,8.68084148294457,8.764834214330834
82,5.550228353055094,2,1.0,2020,1.0,0,0,3,7,1010,1010,1948,0,47.5474,-122.291,1720,179,8.812843433517195,8.812843433517195
83,5.551449997972875,3,1.5,1680,1.0,0,0,3,8,1680,0,1964,0,47.4811,-122.149,1850,271,9.072456664612796,9.082166033252674
84,5.498310553789601,3,1.0,960,1.0,0,0,3,6,960,0,1952,0,47.7264,-122.31,1570,31,8.799963219506997,8.882252884889363
85,5.973127853599698,3,1.5,2140,2.0,0,0,3,9,1900,240,1925,0,47.6337,-122.365,2020,196,8.1886891244442,8.476371196895983
86,5.484299839346786,5,2.25,2660,1.5,0,0,5,7,2660,0,1961,0,47.2909,-122.189,1590,185,9.035986984831405,9.007612005404566
87,5.663700925389648,3,3.25,2770,2.0,0,0,3,9,1980,790,2006,0,47.5228,-122.199,1900,47,8.744806737401898,8.90231952852887
88,5.332438459915605,2,2.25,1610,2.0,0,0,4,7,1610,0,1979,0,47.518,-122.194,1950,17,7.620705086838262,7.613324979540639
89,5.525044807036846,2,1.75,1030,2.0,0,0,3,7,765,265,2006,0,47.5394,-122.387,1030,125,6.97166860472579,7.00850518208228
90,5.386498965550653,4,2.5,1980,2.0,0,0,3,7,1980,0,1988,0,47.2897,-122.37200000000001,1980,20,8.909640602443098,8.92399074475818
91,6.041345304993961,5,2.75,3520,2.0,0,0,4,10,3520,0,2001,0,47.6506,-122.391,2520,313,8.756682421266532,8.740336742730447
92,5.184691430817598,3,1.0,1200,1.0,0,0,3,7,1200,0,1962,0,47.321999999999996,-122.351,1350,300,9.259130536145614,9.259130536145614
93,5.633468455579586,3,1.5,1580,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.38600000000001,1570,84,8.517193191416238,8.411832675758411
94,5.845098040014257,3,1.5,1580,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.38600000000001,1570,235,8.517193191416238,8.411832675758411
95,5.956648579205203,4,2.5,3300,1.0,0,0,3,7,2390,910,1946,1,47.5873,-122.249,1950,129,9.235032984566555,8.706986763048892
96,5.393575203269587,3,1.75,1960,1.0,0,0,3,7,1960,0,1967,0,47.3576,-122.277,1750,332,9.660205067381032,9.656051308652874
97,5.298853076409706,4,1.5,1160,1.0,0,0,4,7,1160,0,1975,0,47.3036,-122.37799999999999,1160,133,8.764053269347762,8.764053269347762
98,5.496929648073215,3,1.75,1810,1.0,0,0,5,7,1210,600,1980,0,47.4109,-121.958,1650,70,10.640651618512848,11.813296688537998
99,5.640978057358332,3,2.5,2320,2.0,0,2,3,9,2320,0,1992,0,47.4838,-121.714,2550,14,10.51452948317723,10.46495876097101
100,5.929842794588423,3,2.5,2070,1.5,0,0,5,9,1270,800,1910,0,47.6415,-122.315,2200,40,9.491073355339758,8.411832675758411
101,5.744292983122676,3,2.0,1980,1.5,0,0,4,7,1440,540,1929,0,47.6775,-122.37200000000001,1610,178,8.154212694914229,8.154212694914229
102,5.845067017871888,3,2.25,2190,2.0,0,0,4,8,2190,0,1983,0,47.7731,-122.08,2570,224,11.586110868831522,10.774299631131253
103,6.036628895362161,3,2.5,2920,2.0,0,0,3,8,2920,0,1950,1,47.5814,-122.196,2370,158,9.001222992395064,9.001222992395064
104,5.4623979978989565,3,1.0,1210,1.0,0,0,3,7,1210,0,1954,0,47.4375,-122.184,1640,145,10.431730608339187,9.609787407758784
105,5.574031267727719,3,2.5,2340,1.0,0,0,4,8,1460,880,1978,0,47.4431,-122.133,2250,335,9.210840247017833,9.00724451596575
106,5.662757831681574,3,1.0,1670,1.5,0,0,4,7,1170,500,1939,0,47.6878,-122.38,1240,21,8.29529885950246,8.29529885950246
107,5.275311354541811,2,1.75,1240,1.0,0,0,4,8,1240,0,1985,0,47.3813,-122.322,1270,82,7.821242083523558,8.510369966068112
108,5.832508912706237,4,2.5,3140,2.0,0,0,4,10,3140,0,1991,0,47.7304,-122.08200000000001,2990,307,10.241280345410422,10.463131911491967
109,5.672097857935717,5,1.75,2030,2.0,0,0,4,7,2030,0,1942,0,47.6417,-122.109,2500,117,9.420763358881013,9.151969458649853
110,5.776519584787812,4,2.5,2310,2.0,0,0,3,8,2310,0,1984,0,47.5386,-122.053,1940,84,9.172015257654515,9.173261363734762
111,5.7558748556724915,3,1.75,1260,1.0,0,0,5,6,700,560,1905,0,47.6823,-122.34899999999999,1380,306,8.1101268019411,8.170751423757535
112,5.435366506612661,3,1.75,1540,1.0,0,0,4,7,1160,380,1980,0,47.3624,-122.031,1540,137,9.441452092939569,9.363576347875041
113,5.518448132698142,3,1.75,2080,1.0,0,2,3,7,1080,1000,1971,0,47.5474,-122.295,2090,206,8.69433468816865,8.612503371220562
114,5.681241237375588,4,2.5,3230,2.0,0,3,3,9,2520,710,2001,0,47.3183,-122.25299999999999,2640,179,9.690974793577944,9.04981944514108
115,5.869525062857227,3,3.5,4380,2.0,0,0,3,8,2780,1600,1900,1,47.6981,-122.368,1830,203,8.756210091886738,8.756210091886738
116,5.71474876072506,3,3.5,1590,3.0,0,0,3,8,1590,0,2010,0,47.6824,-122.34700000000001,1620,55,7.004881989712859,8.060224240440958
117,5.312653295645662,2,1.0,880,1.0,0,0,4,6,880,0,1945,0,47.5009,-122.24799999999999,1190,52,8.821732380934442,8.821732380934442
118,5.235023159495223,4,2.0,1570,1.0,0,0,3,6,1570,0,1950,0,47.4965,-122.303,1880,251,9.169518377455928,9.104979856318357
119,5.7283537820212285,4,1.0,1610,1.5,0,0,4,7,1610,0,1925,0,47.586999999999996,-122.294,1610,374,8.000349495324684,8.303999970955196
120,5.819543935541868,3,2.5,2400,1.0,0,2,3,8,1560,840,1964,0,47.7728,-122.38600000000001,2340,245,8.775549434486189,9.292473201514705
121,5.592731766393962,3,2.0,1450,1.0,0,0,3,7,1450,0,1987,0,47.7288,-122.226,1580,201,9.119540007649686,9.116469156366112
122,5.596597095626461,2,1.0,770,1.0,0,0,3,6,770,0,1953,0,47.6999,-122.36399999999999,1710,339,8.699514748210191,8.699514748210191
123,5.648360010980932,4,1.75,2100,1.5,0,0,5,7,1720,380,1924,0,47.5299,-122.266,1850,186,8.389359819906353,8.389359819906353
124,5.886490725172482,3,2.25,2910,2.0,0,0,3,9,2910,0,1990,0,47.6897,-122.098,2700,47,9.230535079261703,9.546241016698438
125,6.161368002234975,4,2.75,2750,1.5,0,0,3,8,1980,770,1914,1,47.6141,-122.212,3060,304,9.78633556772527,9.330343164370879
126,5.648360010980932,3,2.25,2100,1.0,0,2,3,8,1620,480,1967,0,47.5091,-122.244,2660,76,9.012011377036412,9.072456664612796
127,5.414973347970818,4,2.25,2160,1.0,0,0,3,8,1360,800,1978,0,47.3129,-122.39,2090,76,9.08375621986673,9.035986984831405
128,5.9151359066220115,5,3.5,2320,2.0,0,0,5,7,1720,600,1926,0,47.6763,-122.352,1700,42,8.509161019718974,8.509161019718974
129,5.633468455579586,4,2.5,2070,2.0,0,0,3,7,2070,0,2004,0,47.5319,-121.85,1970,339,8.368693183097793,8.228977643358313
130,5.326335860928752,3,1.75,1060,1.0,0,0,4,7,1060,0,1986,0,47.2761,-122.152,1420,248,8.971448463693834,8.946374826141717
131,5.819872821950546,4,2.25,2010,1.0,0,0,3,8,1440,570,1986,0,47.5343,-122.054,2060,361,9.169830828637973,9.189423123720795
132,5.894316062684439,3,3.5,3950,1.5,0,0,3,9,2460,1490,1989,0,47.696999999999996,-122.072,2480,41,11.617987936217231,11.390757830996021
133,5.656333980035956,3,2.5,2010,2.0,0,0,3,8,1390,620,2014,0,47.5517,-121.99799999999999,1690,10,7.734996194022781,7.415776975415394
134,5.829303772831025,4,3.5,2140,3.0,0,0,3,9,2140,0,2005,0,47.6734,-122.38,1540,269,7.731053144007127,7.734121303328305
135,5.298853076409706,3,1.75,1320,1.0,0,0,4,7,1320,0,1956,0,47.3257,-122.296,1550,103,9.763650607348328,9.866045257060257
136,5.342422680822207,4,1.75,2020,1.0,0,0,3,7,1010,1010,1968,0,47.3309,-122.29899999999999,1750,95,8.966994113344454,9.004545458996587
137,5.6551384348113825,4,2.25,2590,1.0,0,0,4,8,1340,1250,1968,0,47.7689,-122.266,1550,27,9.21054035197885,9.253016646256619
138,5.582631439489637,2,1.0,1190,1.0,0,0,3,6,1190,0,1981,0,47.7135,-122.287,1060,66,8.39840965542627,8.65084957622891
139,5.715961582542223,3,2.25,1170,3.0,0,0,3,8,1170,0,2014,0,47.6722,-122.381,1350,5,7.130098510125578,7.177782416195197
140,5.8228216453031045,2,1.0,1110,1.0,0,0,3,7,1110,0,1925,0,47.6338,-122.35799999999999,1170,56,8.070906088787819,8.1886891244442
141,5.722387094177123,5,2.5,2820,1.0,0,0,4,8,1550,1270,1968,0,47.5707,-122.12799999999999,2820,67,9.14580185083861,9.14580185083861
142,5.311753861055754,3,1.0,1610,1.0,0,0,4,7,1010,600,1962,0,47.4563,-122.171,1610,371,9.057072635572965,9.057072635572965
143,5.623249290397901,3,1.0,1060,1.0,0,0,4,7,940,120,1923,0,47.7144,-122.351,1560,348,8.999248901686114,8.979668554241181
144,5.698970004336019,4,2.25,2030,1.0,0,0,4,8,1380,650,1961,0,47.5495,-122.17399999999999,2230,301,9.04981944514108,9.085230560933338
145,5.964495339555093,4,2.5,3670,2.0,0,0,4,9,3670,0,1994,0,47.7421,-122.02600000000001,2840,215,12.661514515109953,11.384989815502859
146,5.949390006644912,4,1.0,2550,2.0,0,0,3,8,2370,180,1905,0,47.6354,-122.353,2200,54,8.294049640102028,8.294049640102028
147,5.633468455579586,2,2.5,2420,2.0,0,0,3,7,2420,0,2007,0,47.5262,-121.943,1940,96,11.01836681366811,12.174798673225046
148,5.41161970596323,5,2.0,2260,1.0,0,0,4,8,1130,1130,1960,0,47.3887,-122.286,1360,181,9.433483923290392,9.798127036878302
149,5.708420900134713,3,1.0,1430,1.0,0,0,3,7,980,450,1947,0,47.6873,-122.336,1450,186,8.14757773620177,8.433594167539924
150,5.726050388438431,3,2.0,1360,2.0,0,0,3,8,1360,0,1990,0,47.6838,-122.353,1500,110,8.035926369891792,8.035926369891792
151,5.748188027006201,3,1.0,1110,1.5,0,0,3,7,1110,0,1947,0,47.655,-122.359,1420,342,8.517193191416238,8.517193191416238
152,5.451709698271347,3,1.0,1250,1.0,0,0,4,7,1250,0,1954,0,47.3255,-122.304,1680,333,9.011889433252344,9.063347348235522
153,6.352182518111363,4,3.25,5180,2.0,0,3,3,12,3540,1640,2006,0,47.562,-122.162,3160,334,9.895959286115337,9.185022563991893
154,5.544068044350276,1,1.0,700,1.0,0,0,3,7,700,0,1942,0,47.678999999999995,-122.3,1010,14,8.536995818712418,8.536995818712418
155,5.332438459915605,3,1.0,1180,1.0,0,0,4,7,1180,0,1967,0,47.4479,-122.176,1190,87,8.94494150776486,8.94494150776486
156,5.812913356642856,5,3.5,3960,2.0,0,0,3,9,2500,1460,1996,0,47.525,-122.17200000000001,2640,202,10.136383395293016,9.523324627290181
157,5.505149978319906,4,2.75,2640,1.0,0,0,3,8,1620,1020,1967,0,47.3135,-122.369,1980,97,8.922658299524402,8.971448463693834
158,5.392696953259666,3,2.0,1270,1.5,0,0,3,7,1270,0,1916,1,47.2086,-121.99600000000001,1160,195,8.881558488638976,8.881558488638976
159,5.505149978319906,4,1.75,1760,1.0,0,0,4,8,1760,0,1968,0,47.4715,-122.118,1730,154,9.32188174670909,9.32188174670909
160,5.4065401804339555,5,2.25,2060,1.0,0,0,3,7,1030,1030,1962,0,47.4877,-122.335,1010,5,9.06323150693797,9.365633256382218
161,5.6414741105041,3,1.75,1780,1.0,0,0,3,7,1780,0,1962,0,47.7171,-122.193,1200,311,9.175748927206564,9.175748927206564
162,5.954242509439325,3,2.5,3400,2.0,0,0,3,10,3400,0,2000,0,47.6012,-122.023,3400,306,9.717338680907787,9.441531454869693
163,5.644438589467838,3,2.75,1910,1.0,0,0,3,7,1160,750,1979,0,47.7319,-122.22399999999999,1710,49,8.892886141190731,9.00601857490256
164,5.623249290397901,3,2.0,2020,1.0,0,0,4,7,1010,1010,1975,0,47.4582,-122.023,2110,102,10.554040335463652,10.507530258013253
165,5.568201724066995,3,1.75,1580,1.0,0,0,3,7,1180,400,1976,0,47.7209,-122.16799999999999,1640,220,8.85366542803745,8.922658299524402
166,5.431283331807261,2,1.75,1340,1.0,0,0,5,5,700,640,1949,0,47.408,-122.32700000000001,1830,293,8.88875674784872,9.185022563991893
167,5.906927347308955,4,2.5,2680,2.0,0,0,3,9,2680,0,1999,0,47.565,-122.125,2920,326,8.411610428841172,8.411832675758411
168,5.814913181275074,3,2.5,2680,1.0,0,0,4,8,1610,1070,1979,0,47.7028,-122.23100000000001,2480,34,9.185022563991893,9.07680897935166
169,5.569958818096594,3,2.0,1370,1.0,0,0,5,7,1370,0,1964,0,47.7458,-122.331,1770,40,9.028338763993148,8.893984438939794
170,5.453318340047038,3,1.75,1560,1.0,0,0,3,7,1560,0,1954,0,47.4776,-122.337,1070,318,9.95227771670556,8.977146484808472
171,5.434568904034199,3,1.75,2160,1.0,0,0,4,7,1670,490,1978,0,47.3026,-122.374,1930,245,8.87346805533363,8.902455592206882
172,5.495544337546448,3,1.5,1340,1.5,0,0,3,7,1340,0,1955,0,47.7658,-122.339,1480,0,8.976135873302548,8.979668554241181
173,5.962606072924127,4,2.5,3880,2.0,0,0,3,10,2570,1310,1984,0,47.6477,-122.182,3740,259,10.463189051084006,10.469653271335284
174,5.828015064223977,4,2.25,2590,2.0,0,0,4,8,2590,0,1980,0,47.5619,-122.125,2260,150,9.010669176847115,9.028218795184895
175,5.628388930050312,3,2.5,1120,2.0,0,0,3,8,820,300,2008,0,47.6106,-122.31,1590,284,7.003065458786462,7.492760300922379
176,5.602005701124516,5,2.75,1970,1.0,0,0,3,7,1320,650,1986,0,47.5868,-122.30799999999999,1280,68,8.594154232552366,7.673223121121708
177,5.585460729508501,3,1.0,1220,1.0,0,0,3,6,1220,0,1901,0,47.6101,-122.307,1200,28,8.476371196895983,8.476371196895983
178,5.431283331807261,3,1.5,1950,1.0,0,2,4,7,1320,630,1975,0,47.1976,-121.999,1950,199,8.930626469173578,9.098402718735318
179,5.518513939877887,2,1.0,1350,1.0,0,0,3,7,1060,290,1949,0,47.7224,-122.35799999999999,1540,250,9.014325488050225,9.021598247379305
180,5.414973347970818,3,2.5,1670,2.0,0,0,3,7,1670,0,1988,0,47.3505,-122.179,1670,84,8.665095821339733,8.729558869558568
181,5.672097857935717,4,3.0,2380,1.5,0,0,4,7,1680,700,1925,0,47.5384,-122.376,1410,347,8.54188580400661,8.589513852995864
182,5.770115294787102,4,3.0,2440,2.0,0,0,5,7,2440,0,1961,0,47.7044,-122.2,2290,42,9.169518377455928,9.169518377455928
183,5.213517756996305,2,1.5,1050,2.0,0,0,3,7,1050,0,1996,0,47.3848,-122.039,1050,82,8.137103389639302,8.136518252115291
184,5.921686475483602,4,2.75,3130,2.0,0,0,3,9,2140,990,1993,0,47.6993,-122.102,2260,126,9.50390510758612,9.208739090609209
185,6.039414119176137,5,3.0,4090,1.0,0,2,4,10,2090,2000,1986,0,47.6627,-122.18799999999999,2540,203,9.461099090323366,9.236982302922604
186,5.429752280002408,4,1.75,1490,1.0,0,0,4,8,1100,390,1969,0,47.3099,-122.37899999999999,2190,348,9.210340371976184,9.094929520464856
187,5.748188027006201,3,2.5,1900,2.0,0,0,3,8,1900,0,1987,0,47.62,-122.04299999999999,2030,3,9.076123029856374,9.076123029856374
